"State","Measure Name","Measure ID","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Measure Start Date","Measure End Date"
"MI","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","89","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MN","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","48","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MO","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","62","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MP","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MS","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","1","34","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MT","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","12","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NC","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","70","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ND","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NE","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","1","22","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NH","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","13","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NJ","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","61","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NM","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","21","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NV","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","20","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","124","0","18","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OH","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","122","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OK","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","56","0","13","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OR","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","32","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"PA","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","132","0","12","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"PR","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"RI","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","11","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"SC","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","43","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"SD","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","17","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"TN","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","1","64","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"TX","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","229","0","39","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"UT","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","28","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VA","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","1","63","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VI","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VT","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WA","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","47","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WI","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","65","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WV","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","22","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","10","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AK","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","6","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AL","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","44","0","10","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AR","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","3","25","1","8","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AS","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AZ","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","2","45","1","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CA","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","10","239","4","28","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CO","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","8","35","2","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CT","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","2","24","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"DC","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","6","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"DE","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","5","1","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"FL","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","16","133","3","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"GA","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","5","63","2","13","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"GU","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"HI","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","9","1","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IA","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","3","30","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ID","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","12","1","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IL","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","3","107","2","9","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IN","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","4","76","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"KS","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","1","41","1","8","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"KY","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","4","41","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"LA","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","2","66","1","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MA","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","50","3","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MD","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","41","4","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ME","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","1","15","1","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MI","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","7","79","3","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MN","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","2","44","2","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MO","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","6","54","2","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MP","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MS","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","3","32","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MT","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","11","1","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NC","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","2","66","2","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ND","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NE","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","2","20","1","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NH","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","13","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NJ","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","1","56","3","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
