Provider_ID,Hospital Name,Address,City,State,ZIP Code,County,Measure Name,Measure ID,VHA National Rate,Compare to National,Denominator,Score,Lower Estimate,Higher Estimate,Footnotes,Measure Start Date,Measure End Date
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,182,15.02,12.17,18.18,,10/1/2012,9/30/2015
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,275,9.26,7.29,11.7,,10/1/2012,9/30/2015
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,Better than the VHA National Rate,484,4.18,2.82,5.95,,10/1/2012,9/30/2015
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,836,6.45,5.05,8.29,,10/1/2012,9/30/2015
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,402,9.08,7.12,11.24,,10/1/2012,9/30/2015
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,No different than the VHA National Rate,266,15.74,13.26,18.49,,10/1/2012,9/30/2015
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,519,18.31,15.3,21.9,,10/1/2012,9/30/2015
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,1029,20.58,18.46,22.99,,10/1/2012,9/30/2015
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,398,14.31,12.05,16.61,,10/1/2012,9/30/2015
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,317,11.68,9.16,15.27,,10/1/2012,9/30/2015
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,530,6.51,5.04,8.24,,10/1/2012,9/30/2015
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,889,7.86,6.39,9.83,,10/1/2012,9/30/2015
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,390,7.81,6.19,9.98,,10/1/2012,9/30/2015
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,No different than the VHA National Rate,289,15.63,13.35,18.25,,10/1/2012,9/30/2015
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,584,18.82,15.89,21.79,,10/1/2012,9/30/2015
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,1020,18.24,16.23,20.33,,10/1/2012,9/30/2015
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,397,14.59,12.48,17.05,,10/1/2012,9/30/2015
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,128,9.14,6.72,12.54,,10/1/2012,9/30/2015
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,399,6.74,5.13,8.87,,10/1/2012,9/30/2015
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,396,7.86,5.99,10.13,,10/1/2012,9/30/2015
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,323,10.52,8.26,12.99,,10/1/2012,9/30/2015
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,No different than the VHA National Rate,106,15.8,12.94,19.05,,10/1/2012,9/30/2015
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,437,16.05,13.34,19.34,,10/1/2012,9/30/2015
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,435,18.74,16.12,21.66,,10/1/2012,9/30/2015
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,322,14.84,12.79,17.51,,10/1/2012,9/30/2015
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,183,9.62,7.34,12.86,,10/1/2012,9/30/2015
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,263,5.27,3.46,7.75,,10/1/2012,9/30/2015
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,447,7.16,5.39,9.26,,10/1/2012,9/30/2015
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,399,8.12,6.31,10.16,,10/1/2012,9/30/2015
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,No different than the VHA National Rate,175,14.95,12.36,17.67,,10/1/2012,9/30/2015
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,273,15.01,12.19,19.14,,10/1/2012,9/30/2015
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,492,19.51,16.89,22.7,,10/1/2012,9/30/2015
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,402,13.74,11.63,16.02,,10/1/2012,9/30/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,126,10.85,8.11,14.44,,10/1/2012,9/30/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,164,6.49,4.37,9.43,,10/1/2012,9/30/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,405,9.51,7.36,12.34,,10/1/2012,9/30/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,177,8.27,6.22,11.22,,10/1/2012,9/30/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,No different than the VHA National Rate,135,16.55,13.85,20.14,,10/1/2012,9/30/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,167,13.93,10.78,17.57,,10/1/2012,9/30/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,507,17.62,15.25,20.25,,10/1/2012,9/30/2015
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,180,13.87,11.47,16.79,,10/1/2012,9/30/2015
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,5009,WINDSOR,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,58,9.13,6.9,12.03,,10/1/2012,9/30/2015
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,5009,WINDSOR,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,149,5.87,3.68,9.19,,10/1/2012,9/30/2015
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,5009,WINDSOR,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,161,10.31,7.66,14.06,,10/1/2012,9/30/2015
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,5009,WINDSOR,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,211,8.93,6.93,11.87,,10/1/2012,9/30/2015
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,5009,WINDSOR,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,No different than the VHA National Rate,28,15.29,12.37,18.69,,10/1/2012,9/30/2015
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,5009,WINDSOR,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,174,15.38,12.01,20.06,,10/1/2012,9/30/2015
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,5009,WINDSOR,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,166,19.9,16.62,24.13,,10/1/2012,9/30/2015
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,5009,WINDSOR,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,217,14.42,11.99,17.24,,10/1/2012,9/30/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2012,9/30/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,108,4.72,2.82,7.6,,10/1/2012,9/30/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,123,7.63,5.16,10.52,,10/1/2012,9/30/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,85,8.94,6.49,11.85,,10/1/2012,9/30/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2012,9/30/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,119,14.65,10.88,19.25,,10/1/2012,9/30/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,132,17.89,14.54,21.54,,10/1/2012,9/30/2015
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,81,14.4,11.49,17.1,,10/1/2012,9/30/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,148,8.93,6.65,11.8,,10/1/2012,9/30/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,287,6.32,4.43,8.84,,10/1/2012,9/30/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,543,7.84,6.16,9.85,,10/1/2012,9/30/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,253,9.61,7.71,12.06,,10/1/2012,9/30/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,No different than the VHA National Rate,167,16.49,14.05,19.68,,10/1/2012,9/30/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,299,16.34,13.42,20.11,,10/1/2012,9/30/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,665,19.75,17.54,22.5,,10/1/2012,9/30/2015
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,286,16.74,14.11,19.83,,10/1/2012,9/30/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,82,10.2,7.73,13.45,,10/1/2012,9/30/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,257,6.08,4.17,8.74,,10/1/2012,9/30/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,232,6.7,4.95,9.2,,10/1/2012,9/30/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,271,9.09,7.23,11.45,,10/1/2012,9/30/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,No different than the VHA National Rate,66,15.85,13.33,19.2,,10/1/2012,9/30/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,269,17.25,13.97,21.79,,10/1/2012,9/30/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,251,17.64,14.61,21.24,,10/1/2012,9/30/2015
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,271,13.86,11.73,16.5,,10/1/2012,9/30/2015
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2012,9/30/2015
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,Worse than the VHA National Rate,144,10.24,6.79,14.65,,10/1/2012,9/30/2015
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,83,7.76,5.38,11.1,,10/1/2012,9/30/2015
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,102,8.4,6.19,11.49,,10/1/2012,9/30/2015
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2012,9/30/2015
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,148,13.12,9.8,17.1,,10/1/2012,9/30/2015
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,79,17.37,13.98,21.28,,10/1/2012,9/30/2015
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,99,13.63,11,16.41,,10/1/2012,9/30/2015
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,104,8.3,5.83,10.92,,10/1/2012,9/30/2015
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,220,5.28,3.48,8.09,,10/1/2012,9/30/2015
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,Worse than the VHA National Rate,353,10.55,7.96,13.3,,10/1/2012,9/30/2015
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,207,7.71,5.69,10.21,,10/1/2012,9/30/2015
50030F,SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,No different than the VHA National Rate,120,14.43,11.42,16.99,,10/1/2012,9/30/2015
